fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity volatile acidity,fixed acidity citric acid,fixed acidity residual sugar,fixed acidity chlorides,fixed acidity free sulfur dioxide,fixed acidity total sulfur dioxide,fixed acidity density,fixed acidity pH,quality
7.3,0.33,0.47,2.1,0.077,5.0,11.0,0.9958,3.33,0.53,10.3,2.4090000000000003,3.4309999999999996,15.33,0.5620999999999999,36.5,80.3,7.26934,24.309,6
9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,4.784,9.2,31.279999999999998,5.611999999999999,294.4,634.8,9.19632,25.208,4
7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,4.5,0.22499999999999998,13.5,0.7125,187.5,742.5,7.4625,25.125,5
7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,4.5,0.22499999999999998,13.5,0.7125,187.5,742.5,7.4625,25.125,5
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,3.053,2.9819999999999998,39.05,0.497,205.89999999999998,915.9,7.08083,24.282,5
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,3.053,2.9819999999999998,39.05,0.5040999999999999,198.79999999999998,908.8,7.08083,24.282,5
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,3.053,2.9819999999999998,39.05,0.497,205.89999999999998,915.9,7.08083,24.282,5
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,3.053,2.9819999999999998,39.05,0.5040999999999999,198.79999999999998,908.8,7.08083,24.282,5
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,4.828,0.0,15.620000000000001,0.5183,85.19999999999999,156.2,7.07799,24.708,5
6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,4.08,1.224,12.92,0.5372,122.39999999999999,584.8,6.77824,24.412,6
7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,7.22,0.22799999999999998,15.2,0.6839999999999999,53.199999999999996,152.0,7.56884,24.32,5
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,5.168,0.152,9.879999999999999,0.5471999999999999,68.39999999999999,152.0,7.5734,24.092,4
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,4.134,0.312,13.26,0.5928,132.6,241.79999999999998,7.77192,25.974,6
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,4.44,1.9240000000000002,54.02,0.5180000000000001,266.40000000000003,895.4000000000001,7.38668,24.938000000000002,5
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,4.3069999999999995,1.898,52.56,0.511,255.5,883.3,7.28613,24.601,5
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,4.914,3.7439999999999998,13.26,0.78,109.2,748.8,7.7695799999999995,24.881999999999998,5
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,4.352,0.68,14.28,0.5780000000000001,122.39999999999999,686.8,6.77008,22.712,5
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4.015000000000001,0.219,11.68,0.5256,124.1,306.59999999999997,7.26788,24.601,4
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,4.284,0.47600000000000003,14.28,0.6052,74.8,299.2,6.768039999999999,23.596,6
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,5.2875,1.7999999999999998,13.5,2.6999999999999997,112.5,472.5,7.473,22.5,5
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,6.9915,0.237,14.22,0.45820000000000005,31.6,63.2,7.87788,26.544,4
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,3.36,1.36,16.0,0.584,48.0,144.0,7.9776,26.32,6
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,3.36,1.36,16.0,0.584,48.0,144.0,7.9776,26.32,6
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,4.588,0.37000000000000005,14.06,0.5032000000000001,177.60000000000002,310.8,7.3711400000000005,25.308,6
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,2.774,1.533,14.6,0.584,51.1,255.5,7.271529999999999,24.309,5
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,3.45,0.276,10.350000000000001,0.5865,131.1,338.1,6.871020000000001,23.115000000000002,5
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,2.774,1.533,14.6,0.584,51.1,255.5,7.271529999999999,24.309,5
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,3.9000000000000004,3.15,17.25,0.6525,60.0,285.0,7.479,26.85,6
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5.635000000000001,0.0,17.5,0.47600000000000003,49.0,140.0,6.9783,24.36,5
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5.368,1.2320000000000002,21.12,0.5896000000000001,88.0,369.6,8.772720000000001,28.072000000000003,5
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5.368,1.2320000000000002,21.12,0.5896000000000001,88.0,369.6,8.772720000000001,28.072000000000003,5
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5.429,4.361,17.8,2.4030000000000005,204.70000000000002,979.0,8.87508,27.768,5
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5.256,0.14400000000000002,18.0,0.5472,115.2,302.40000000000003,7.1798399999999996,24.768,5
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,4.148,1.36,12.24,0.5236,74.8,442.0,6.780279999999999,24.072,5
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,4.154,1.407,12.73,0.5293,53.6,415.40000000000003,6.6799,23.584,6
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,2.759,5.0729999999999995,17.8,0.9879,231.4,756.5,8.87419,29.014,5
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,2.886,3.552,14.8,0.6068,103.60000000000001,495.8,7.3792800000000005,24.716,5
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5.4285,0.77,20.02,0.6468,69.3,200.20000000000002,7.681520000000001,26.103,5
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,3.95,2.607,15.8,0.6636000000000001,118.5,1129.7,7.874720000000001,25.28,5
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,3.871,2.528,15.01,0.6478,134.3,1137.6000000000001,7.874720000000001,25.28,5
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,4.1,2.8699999999999997,23.779999999999998,0.6314,172.2,1041.3999999999999,8.18032,26.485999999999997,5
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,2.368,1.6,12.16,0.4736,134.4,313.6,6.38336,22.848,6
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,4.284,0.816,25.84,0.6732,108.8,856.8,6.77892,22.304,5
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,4.18,1.5959999999999999,16.72,0.5396,53.199999999999996,212.79999999999998,7.572639999999999,24.927999999999997,5
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,4.18,1.5959999999999999,16.72,0.5396,53.199999999999996,212.79999999999998,7.572639999999999,24.927999999999997,5
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,4.601999999999999,2.574,15.6,0.5771999999999999,187.2,936.0,7.77504,25.349999999999998,5
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,4.234,2.19,17.52,0.5402,109.5,401.5,7.2766399999999996,25.258,5
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,3.4499999999999997,6.8999999999999995,23.0,0.7705000000000001,138.0,310.5,11.47815,35.765,6
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,4.509,0.43200000000000005,6.48,0.2484,70.2,502.20000000000005,5.35896,19.278,7
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,7.521000000000001,0.414,14.490000000000002,0.4209,82.80000000000001,213.9,6.864120000000001,24.219,4
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,3.072,4.512,13.44,0.5376,86.39999999999999,230.39999999999998,9.57072,30.912,7
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,3.2560000000000002,4.224,18.480000000000004,0.8536000000000001,343.20000000000005,1276.0,8.778,26.752000000000002,5
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,3.4,0.748,10.2,0.51,108.8,333.2,6.76906,22.848,5
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,2.94,2.4499999999999997,11.200000000000001,0.616,112.0,273.0,6.9727,23.38,5
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,3.01,2.52,11.200000000000001,0.623,98.0,259.0,6.97305,23.38,6
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,3.84,9.472,33.28,1.2160000000000002,115.2,358.40000000000003,12.79232,40.96000000000001,7
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,3.84,9.472,33.28,1.2160000000000002,115.2,358.40000000000003,12.79232,40.96000000000001,7
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,4.446,2.418,14.04,0.5382,202.79999999999998,936.0,7.77075,25.662,5
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,3.432,2.184,21.060000000000002,0.78,140.4,741.0,7.77348,25.116,5
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,3.3,6.38,23.1,0.594,77.0,209.0,10.978,36.410000000000004,7
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,5.141,5.819999999999999,19.4,0.37829999999999997,48.5,184.29999999999998,9.659745,32.01,6
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,5.8,1.92,22.4,0.664,80.0,496.0,7.9748,26.8,6
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,5.104,7.4239999999999995,24.36,0.6843999999999999,58.0,174.0,11.5768,37.236,6
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,4.6739999999999995,2.1319999999999997,18.04,0.49199999999999994,229.59999999999997,533.0,8.16638,27.059999999999995,5
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,5.733,0.624,18.72,0.7176,78.0,319.8,7.779719999999999,25.272000000000002,6
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,3.4299999999999997,3.4299999999999997,39.199999999999996,0.42,182.0,847.0,6.9818,23.38,5
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5.4375,1.392,17.4,0.8787,113.1,426.29999999999995,8.666939999999999,27.317999999999998,5
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5.8725,1.782,17.82,0.5831999999999999,89.1,332.09999999999997,8.073269999999999,27.215999999999998,5
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,3.675,1.425,14.25,0.57,75.0,330.0,7.4677500000000006,25.425,5
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,4.134,2.574,18.72,0.624,187.2,1123.2,7.77309,25.74,5
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,2.652,2.886,15.6,0.6396000000000001,187.2,452.4,7.77192,26.052,6
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,3.9220000000000006,1.9240000000000002,14.8,0.7474000000000001,118.4,532.8000000000001,7.368180000000001,23.31,5
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,4.148,0.272,10.2,0.3876,34.0,68.0,6.7677,23.256,5
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,5.547,2.15,17.2,0.7138,68.8,240.79999999999998,8.58409,28.208,6
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,5.3340000000000005,3.024,16.8,0.7476,126.0,462.0,8.37858,27.804000000000002,4
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,3.311,1.925,20.02,0.5620999999999999,223.3,485.1,7.670355,25.949,6
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,5.251,4.45,17.8,2.9993000000000003,240.3,720.9,8.86796,27.056,6
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,7.38,1.2600000000000002,23.400000000000002,0.8009999999999999,81.0,207.0,8.9856,30.51,5
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,3.311,1.925,20.02,0.5620999999999999,223.3,485.1,7.670355,25.949,6
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,3.5880000000000005,1.725,17.94,0.5589000000000001,69.0,255.3,6.878265000000001,23.874000000000002,5
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,2.496,0.20800000000000002,8.32,0.2808,98.8,551.2,5.16204,18.408,7
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,3.04,0.48,14.4,0.624,96.0,392.0,7.97,26.96,6
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,3.145,1.7000000000000002,23.799999999999997,0.765,153.0,493.0,8.483,28.39,6
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,3.5880000000000005,1.725,17.94,0.5589000000000001,69.0,255.3,6.878265000000001,23.874000000000002,5
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,8.2,0.7379999999999999,18.859999999999996,0.5329999999999999,57.39999999999999,303.4,8.17417,27.223999999999997,6
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,4.5360000000000005,0.0,13.68,0.6984,100.8,273.6,7.1766000000000005,24.264000000000003,6
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,4.5360000000000005,0.0,13.68,0.6984,100.8,273.6,7.1766000000000005,24.264000000000003,6
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,4.644,0.0,13.68,0.6984,108.0,280.8,7.1766000000000005,24.264000000000003,6
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,4.5360000000000005,0.0,13.68,0.6984,100.8,273.6,7.1766000000000005,24.264000000000003,6
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,8.2,0.7379999999999999,18.859999999999996,0.5329999999999999,57.39999999999999,303.4,8.17417,27.223999999999997,6
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5.6515,3.293,15.13,2.3407,44.5,551.8000000000001,8.87419,26.700000000000003,5
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,4.5600000000000005,6.720000000000001,25.200000000000003,1.116,72.0,288.0,11.991,37.68,6
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,4.466,0.77,13.860000000000001,0.7854,215.6,839.3000000000001,7.666505000000001,23.716,6
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,3.15,6.6,33.0,1.125,150.0,360.0,15.000750000000002,46.05,7
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,3.15,6.6,33.0,1.125,150.0,360.0,15.000750000000002,46.05,7
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,4.8180000000000005,0.0,14.6,0.6132000000000001,43.8,167.9,7.28759,26.352999999999998,6
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,4.828,0.497,13.489999999999998,0.5325,113.6,362.09999999999997,7.077635,23.997999999999998,5
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,4.919999999999999,1.394,18.859999999999996,0.5903999999999999,90.19999999999999,598.5999999999999,8.169659999999999,26.24,5
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,4.081,0.46199999999999997,13.09,0.5698,69.3,300.3,7.670355,25.795,6
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,4.8180000000000005,0.0,14.6,0.6132000000000001,43.8,167.9,7.28759,26.352999999999998,6
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,3.4560000000000004,4.752000000000001,17.28,0.6804,172.8,399.6,10.783800000000001,34.776,6
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,4.26,0.0,12.78,0.5254,113.6,241.39999999999998,7.080119999999999,24.637,6
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,3.885,5.327999999999999,34.41,0.9989999999999999,55.5,233.1,11.08446,35.187,5
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5.9675,3.234,14.629999999999999,0.7084,61.6,662.2,7.66843,24.871,5
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,4.26,0.0,12.78,0.5254,113.6,241.39999999999998,7.080119999999999,24.637,6
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,4.56,1.84,25.6,0.584,136.0,952.0,7.974,26.08,5
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,3.196,3.478,20.680000000000003,0.705,47.0,122.2,9.3812,30.268000000000004,5
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,4.587,0.0,13.86,0.49499999999999994,79.19999999999999,369.59999999999997,6.57888,23.034,5
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,3.157,5.852,13.860000000000001,4.7047,61.6,346.5,7.67536,23.562,5
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,3.1,4.699999999999999,26.0,0.8500000000000001,140.0,330.0,9.996500000000001,33.6,7
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,2.607,1.8170000000000002,13.43,0.6083000000000001,142.20000000000002,355.5,7.870375,25.991000000000003,5
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,6.825,0.28,14.0,0.609,84.0,469.0,6.96955,23.45,4
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,4.16,0.24,13.6,0.56,80.0,280.0,7.966,26.72,5
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,2.923,1.8170000000000002,14.22,0.6083000000000001,181.70000000000002,387.1,7.87077,25.912,5
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,7.000000000000001,6.125,30.0,0.8,62.5,337.5,12.49875,38.5,5
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,3.0680000000000005,6.136000000000001,21.240000000000002,0.8378,70.80000000000001,118.0,11.76224,37.760000000000005,7
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,7.047,0.0,26.729999999999997,0.7776,210.6,494.09999999999997,8.102025000000001,29.16,4
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,2.765,3.6340000000000003,28.44,0.6162000000000001,118.5,292.3,7.8786700000000005,26.465000000000003,8
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,3.7260000000000004,0.276,20.700000000000003,0.5313,48.300000000000004,186.3,6.891030000000001,25.461000000000002,6
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,2.07,5.865,46.0,1.196,46.0,264.5,11.4954,37.72,6
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,4.3055,0.474,31.6,0.6873,213.3,481.90000000000003,7.872350000000001,26.544,6
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,2.07,5.865,46.0,1.196,46.0,264.5,11.4954,37.72,6
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,4.033,6.322,43.6,0.7738999999999999,185.3,708.5,10.892915,35.098000000000006,5
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,6.006,1.6800000000000002,20.16,0.6384,84.0,319.2,8.37774,27.804000000000002,5
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,4.875,1.3499999999999999,52.5,0.6599999999999999,202.5,705.0,7.493625,25.349999999999998,5
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,4.3055,0.474,31.6,0.6873,213.3,481.90000000000003,7.872350000000001,26.544,6
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,3.7260000000000004,0.276,20.700000000000003,0.5313,48.300000000000004,186.3,6.891030000000001,25.461000000000002,6
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,2.07,5.865,46.0,1.196,46.0,264.5,11.4954,37.72,6
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,3.2960000000000003,4.635000000000001,65.92,0.7519,51.5,133.9,10.27528,33.269000000000005,8
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,3.5600000000000005,2.8480000000000003,49.839999999999996,0.7743,89.0,418.3,8.89199,30.082,7
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,2.9640000000000004,5.016,41.04,0.8094,68.4,216.6,11.38404,35.568000000000005,6
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,2.079,5.236000000000001,26.95,2.7566,38.5,77.0,7.67844,25.025000000000002,7
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,3.952,0.9119999999999999,22.799999999999997,0.5092,91.19999999999999,402.79999999999995,7.577959999999999,25.535999999999998,5
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,3.5600000000000005,2.8480000000000003,49.839999999999996,0.7743,89.0,418.3,8.89199,30.082,7
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5.841,0.6930000000000001,33.660000000000004,1.0098,316.8,702.9,9.901485000000001,32.769,5
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5.841,0.6930000000000001,33.660000000000004,1.0098,316.8,702.9,9.901485000000001,32.769,5
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,5.4,6.6000000000000005,24.0,0.8759999999999999,300.0,588.0,11.996400000000001,37.2,6
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,3.0,0.8999999999999999,22.5,0.69,217.5,397.5,7.47525,25.275000000000002,6
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,4.524,0.7829999999999999,21.75,0.7917,174.0,426.29999999999995,8.67912,29.057999999999996,7
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,4.872,6.148,38.279999999999994,1.218,382.8,1136.8,11.611599999999997,37.12,5
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,4.524,0.7829999999999999,21.75,0.7917,174.0,426.29999999999995,8.67912,29.057999999999996,7
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,2.2,5.279999999999999,22.0,3.773,66.0,198.0,10.9769,36.3,5
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,5.720000000000001,2.3920000000000003,28.080000000000002,0.9464,187.20000000000002,499.20000000000005,10.39376,33.48800000000001,6
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,2.484,1.725,16.56,0.6762,34.5,110.4,6.87516,23.529000000000003,6
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,4.522,6.916,42.56,1.2502,226.10000000000002,704.9000000000001,13.318620000000001,40.565,6
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5.4,4.968000000000001,27.0,0.7884,54.0,291.6,10.80108,32.94,5
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,8.798,3.9219999999999997,27.56,0.9115999999999999,275.59999999999997,742.0,10.57986,33.496,5
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,4.473,0.426,14.2,0.5893,56.8,205.89999999999998,7.089705,26.057,5
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,4.680000000000001,0.14400000000000002,16.56,0.6768000000000001,36.0,223.20000000000002,7.19496,26.424,5
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,4.623,0.414,14.490000000000002,0.552,55.2,227.70000000000002,6.889305,25.392000000000003,5
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,3.975,0.44999999999999996,19.5,0.6449999999999999,150.0,330.0,7.473750000000001,25.349999999999998,6
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,1.9979999999999998,5.327999999999999,16.65,0.7548,77.7,166.5,11.07003,35.742000000000004,6
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5.851500000000001,0.996,21.580000000000002,0.7636000000000001,99.60000000000001,232.40000000000003,8.295020000000001,29.133,5
